Series Name	Series Code	Country Name	Country Code	1990 [YR1990]	2000 [YR2000]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Portugal	PRT	..	..	..	..	..	..	..	..	-1.99	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Puerto Rico	PRI	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Qatar	QAT	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Romania	ROM	..	..	..	..	..	..	..	..	..	0.575214891753273	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Russian Federation	RUS	..	..	..	..	..	..	..	..	5.86183386251751	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Rwanda	RWA	..	..	..	..	..	..	5.03608662381356	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Samoa	WSM	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	San Marino	SMR	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Sao Tome and Principe	STP	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Saudi Arabia	SAU	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Senegal	SEN	..	..	..	..	..	..	..	-0.230225223967939	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Serbia	SRB	..	..	..	..	..	..	-1.7604843781712	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Seychelles	SYC	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Sierra Leone	SLE	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Singapore	SGP	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Sint Maarten (Dutch part)	SXM	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Slovak Republic	SVK	..	..	..	..	..	..	..	..	5.48494044391497	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Slovenia	SVN	..	..	..	..	..	..	..	..	-0.835708976850147	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Solomon Islands	SLB	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Somalia	SOM	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	South Africa	ZAF	..	..	..	..	..	..	..	4.09	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Spain	ESP	..	..	..	..	..	..	..	..	-1.32	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Sri Lanka	LKA	..	..	..	..	..	..	..	..	2.21451952439171	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	St. Kitts and Nevis	KNA	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	St. Lucia	LCA	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	St. Martin (French part)	MAF	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	St. Vincent and the Grenadines	VCT	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Sudan	SDN	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Suriname	SUR	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Swaziland	SWZ	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Sweden	SWE	..	..	..	..	..	..	..	..	2.04	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Switzerland	CHE	..	..	..	..	..	..	..	..	2.43	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Syrian Arab Republic	SYR	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Tajikistan	TJK	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Tanzania	TZA	..	..	..	..	..	..	..	3.53589358218798	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Thailand	THA	..	..	..	..	..	..	..	..	4.77774062294269	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Timor-Leste	TMP	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Togo	TGO	..	..	..	..	..	..	..	-2.1687396245559	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Tonga	TON	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Trinidad and Tobago	TTO	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Tunisia	TUN	..	..	..	..	..	..	3.45074516513502	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Turkey	TUR	..	..	..	..	..	..	..	..	4.32876219268457	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Turkmenistan	TKM	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Turks and Caicos Islands	TCA	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Tuvalu	TUV	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Uganda	UGA	..	..	..	..	..	..	..	..	3.90157694766118	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Ukraine	UKR	..	..	..	..	..	..	..	..	..	3.47175811571465	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	United Arab Emirates	ARE	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	United Kingdom	GBR	..	..	..	..	..	..	..	..	-1.67	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	United States	USA	..	..	..	..	..	..	..	..	..	-0.16	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Uruguay	URY	..	..	..	..	..	..	..	..	7.86575568779997	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Uzbekistan	UZB	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Vanuatu	VUT	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Venezuela, RB	VEN	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Vietnam	VNM	..	..	..	..	..	..	6.2202220826987	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Virgin Islands (U.S.)	VIR	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	West Bank and Gaza	WBG	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Yemen, Rep.	YEM	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Zambia	ZMB	..	..	..	..	..	..	..	..	..	..	..	..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"	SI.SPR.PC40.ZG	Zimbabwe	ZWE	..	..	..	..	..	..	..	..	..	..	..	..
															
															
															
Data from database: World Development Indicators															
Last Updated: 04/11/2016															
